"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 33170000"	" 33255000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 33280000"	" 33315000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 33325000"	" 33400000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 33410000"	" 33465000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 33515000"	" 33545000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 96935000"	" 96940000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 96960000"	" 99500000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"149160000"	"149170000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"151940000"	"151955000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"151965000"	"151965000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 28660000"	" 28665000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 83015000"	" 83015000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 83070000"	" 83070000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 83085000"	" 83095000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 83115000"	" 83115000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 83125000"	" 83185000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 83195000"	" 84955000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 84975000"	" 84975000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 48440000"	" 48440000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 48465000"	" 48465000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 48490000"	" 48490000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 53960000"	" 55650000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 55660000"	" 55660000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 55670000"	" 55675000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 60160000"	" 60160000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 60170000"	" 60200000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 60215000"	" 60220000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 60230000"	" 60230000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 60240000"	" 60260000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 60270000"	" 62655000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 62665000"	" 62665000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 62675000"	" 62680000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 62705000"	" 62945000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	"110100000"	"117400000"
"MinRepeatAbund"	"Fagoesc_H2-AT"	"Chr8"	" 82635000"	" 85480000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66140000"	" 66170000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66365000"	" 66365000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66375000"	" 66380000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66400000"	" 66400000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66420000"	" 66425000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66690000"	" 66745000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr1"	" 66925000"	" 66925000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"  2275000"	"  2280000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"  2290000"	"  2290000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"  2300000"	"  2360000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 20400000"	" 20750000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 28125000"	" 28130000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 75435000"	" 75440000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 75475000"	" 75685000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 75740000"	" 75740000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 75750000"	" 75760000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 75780000"	" 75820000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 76860000"	" 76870000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 76975000"	" 76975000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 76985000"	" 76985000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 77010000"	" 77015000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 77025000"	" 77025000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 77120000"	" 77125000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 77150000"	" 77420000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 77430000"	" 77545000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 79730000"	" 79730000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 79740000"	" 80430000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 80490000"	" 80500000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 80510000"	" 80510000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	" 80530000"	" 80565000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"110140000"	"110225000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"110245000"	"110245000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"110255000"	"110290000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"110330000"	"110330000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"119875000"	"119875000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"140905000"	"141305000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr3"	"141325000"	"141325000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 33460000"	" 33495000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 33510000"	" 33520000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 95850000"	" 95870000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 95890000"	" 95890000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 95935000"	" 95940000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 95950000"	" 96385000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 96460000"	" 96460000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 96475000"	" 96475000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 96485000"	" 97025000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97035000"	" 97035000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97055000"	" 97055000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97085000"	" 97085000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97325000"	" 97390000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97445000"	" 97450000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97460000"	" 97465000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97480000"	" 97480000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 97490000"	" 97930000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98340000"	" 98340000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98350000"	" 98465000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98475000"	" 98475000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98495000"	" 98520000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98545000"	" 98560000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98585000"	" 98740000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98775000"	" 98815000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98845000"	" 98845000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98860000"	" 98885000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98925000"	" 98930000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98945000"	" 98950000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 98960000"	" 98985000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99080000"	" 99085000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99095000"	" 99110000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99520000"	" 99725000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99765000"	" 99790000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99800000"	" 99800000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99810000"	" 99810000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	" 99820000"	" 99865000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"100095000"	"100095000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"100105000"	"100165000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"100180000"	"100220000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"100290000"	"101075000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"101085000"	"101090000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"101100000"	"101110000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"102010000"	"102010000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"102035000"	"102040000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"102050000"	"102480000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"102495000"	"102495000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"102505000"	"102515000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"102570000"	"102965000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"103045000"	"103050000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr4"	"103060000"	"103085000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 12590000"	" 12620000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 56895000"	" 56920000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 56945000"	" 57365000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 57475000"	" 57475000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59050000"	" 59050000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59225000"	" 59235000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59245000"	" 59300000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59340000"	" 59340000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59350000"	" 59350000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59360000"	" 59360000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59375000"	" 59375000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	" 59400000"	" 59425000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	"104570000"	"104710000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	"120375000"	"120380000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	"120410000"	"120425000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	"127160000"	"127220000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	"127230000"	"127270000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr5"	"127280000"	"127285000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 16270000"	" 16285000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 16295000"	" 16295000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 28920000"	" 28920000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 29020000"	" 29070000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 29080000"	" 29135000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 66155000"	" 66155000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 66170000"	" 66190000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 67145000"	" 67150000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 67160000"	" 70695000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 70705000"	" 71175000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71190000"	" 71195000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71215000"	" 71215000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71275000"	" 71280000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71290000"	" 71305000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71325000"	" 71325000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71340000"	" 71340000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71360000"	" 71360000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71370000"	" 71460000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71650000"	" 71650000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71750000"	" 71750000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71765000"	" 71765000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 71865000"	" 72000000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 72415000"	" 72450000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	" 72465000"	" 72790000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	"107655000"	"107695000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	"107710000"	"107755000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr6"	"107775000"	"107790000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 76640000"	" 78130000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 78740000"	" 78755000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 78810000"	" 78830000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 78845000"	" 78855000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 78865000"	" 78870000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 78880000"	" 78880000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 78925000"	" 79710000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 79720000"	" 79810000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 79825000"	" 79900000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 79945000"	" 79960000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr7"	" 80030000"	" 80440000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr8"	" 80575000"	" 80750000"
"MaxRepeatAbund"	"Fagoesc_H2-AT"	"Chr8"	" 81215000"	" 81815000"
"Shannon"	"Fagoesc_H2-AT"	"Chr1"	" 48935000"	" 51145000"
"Shannon"	"Fagoesc_H2-AT"	"Chr1"	"119460000"	"122885000"
"Shannon"	"Fagoesc_H2-AT"	"Chr2"	" 51730000"	" 55290000"
"Shannon"	"Fagoesc_H2-AT"	"Chr2"	" 58885000"	" 62270000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"  3370000"	"  3800000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"  4515000"	"  4515000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"  4525000"	"  4525000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"  4535000"	"  4535000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"  4550000"	"  4575000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"  4590000"	"  5610000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 10990000"	" 10990000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11065000"	" 11070000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11080000"	" 11095000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11130000"	" 11160000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11175000"	" 11175000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11190000"	" 11190000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11200000"	" 11425000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11440000"	" 11620000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11630000"	" 11670000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11690000"	" 11725000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11735000"	" 11735000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 11745000"	" 11860000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31135000"	" 31145000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31155000"	" 31155000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31185000"	" 31210000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31560000"	" 31680000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31690000"	" 31690000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31715000"	" 31790000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	" 31800000"	" 31850000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"101780000"	"101850000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"101870000"	"101875000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"101885000"	"101885000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"101895000"	"101895000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"101930000"	"103680000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"103690000"	"103700000"
"Shannon"	"Fagoesc_H2-AT"	"Chr3"	"151095000"	"153595000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 13555000"	" 13830000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 13860000"	" 13860000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 13875000"	" 13875000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 13900000"	" 13965000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 13980000"	" 13985000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 14015000"	" 14045000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 14080000"	" 15110000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 19335000"	" 21855000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	" 98065000"	"100570000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	"100665000"	"102390000"
"Shannon"	"Fagoesc_H2-AT"	"Chr4"	"102400000"	"102405000"
"Shannon"	"Fagoesc_H2-AT"	"Chr5"	" 53545000"	" 56495000"
"Shannon"	"Fagoesc_H2-AT"	"Chr6"	"  1700000"	"  1780000"
"Shannon"	"Fagoesc_H2-AT"	"Chr6"	" 70415000"	" 72910000"
"Shannon"	"Fagoesc_H2-AT"	"Chr6"	"115090000"	"117605000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 77665000"	" 77840000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 77850000"	" 77870000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 77895000"	" 77900000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 77915000"	" 77925000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 77945000"	" 77955000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 77975000"	" 78110000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 78185000"	" 78565000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	" 78590000"	" 78590000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	"110790000"	"116985000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	"117020000"	"117020000"
"Shannon"	"Fagoesc_H2-AT"	"Chr7"	"117030000"	"117165000"
"Shannon"	"Fagoesc_H2-AT"	"Chr8"	" 79095000"	" 81575000"
"Shannon"	"Fagoesc_H2-AT"	"Chr8"	" 81965000"	" 85165000"
"Label"	"Spp"	"Chr"	"Start"	"End"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"13910000"	"14075000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"14115000"	"14115000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"24390000"	"24390000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"24535000"	"24585000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"24615000"	"25340000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"25350000"	"25395000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"25405000"	"25415000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"25470000"	"25470000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"25485000"	"25490000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"45225000"	"45235000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"45260000"	"45265000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"45285000"	"46265000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"46285000"	"46285000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"46295000"	"46305000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"46320000"	"46325000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"46395000"	"46395000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr1"	"46405000"	"47015000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"28025000"	"28025000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"28085000"	"28085000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"28110000"	"28125000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"28160000"	"28270000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"28315000"	"28315000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"28415000"	"29035000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"29045000"	"29045000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"29060000"	"29060000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"29525000"	"29530000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"29750000"	"29765000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr2"	"29790000"	"31940000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr3"	"21075000"	"23580000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr4"	"29370000"	"31870000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"36795000"	"36795000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"36805000"	"36810000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"36820000"	"36820000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"36855000"	"36950000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"36960000"	"36960000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"36985000"	"38545000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38575000"	"38590000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38610000"	"38610000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38625000"	"38630000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38665000"	"38665000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38675000"	"38675000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38685000"	"38735000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38745000"	"38750000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"38765000"	"38765000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39305000"	"39375000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39385000"	"39405000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39455000"	"39455000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39465000"	"39490000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39505000"	"39510000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39520000"	"39525000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39540000"	"39545000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr5"	"39555000"	"39565000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"24050000"	"24070000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"24080000"	"24085000"
"MinRepeatAbund"	"Fagotat_H1-AT"	"Chr6"	"24115000"	"24325000"
